name	spike_lineage	genome_lineage	Ns	status_lineage	spike_lineage_group
QEUH-3DBB420|EPI_ISL_12480002|United Kingdom|BA.2|2022-04-24	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DBCEB8|EPI_ISL_12479372|United Kingdom|BA.2|2022-04-24	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DC09ED|EPI_ISL_12548460|United Kingdom|BA.2|2022-04-25	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DC44E8|EPI_ISL_12480739|United Kingdom|BA.2.9|2022-04-25	BA.2.9	BA.2.9	NA	Correct	BA.2
QEUH-3DCDB17|EPI_ISL_12478503|United Kingdom|BA.2|2022-04-26	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DD09DB|EPI_ISL_12478908|United Kingdom|BA.2|2022-04-26	BA.2.68	BA.2	NA	Incorrect	BA.2
QEUH-3DD5CEC|EPI_ISL_12490335|United Kingdom|BA.2|2022-04-27	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DE54F0|EPI_ISL_12546993|United Kingdom|BA.2|2022-04-29	BA.2	BA.2	0.00807537012113	Correct	BA.2
QEUH-3DE7CC9|EPI_ISL_12547538|United Kingdom|BA.2|2022-04-29	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DEBEED|EPI_ISL_12570575|United Kingdom|BA.2|2022-04-30	BA.2.10.2	BA.2	0.0443425076453	Incorrect	BA.2
QEUH-3DF089C|EPI_ISL_12630798|United Kingdom|BA.2|2022-04-27	BA.2	BA.2	NA	Correct	BA.2
QEUH-3DFC872|EPI_ISL_12724503|United Kingdom|BA.2|2022-05-03	BA.2	BA.2	NA	Correct	BA.2
QEUH-3E1D661|EPI_ISL_12970153|United Kingdom|BA.2|2022-05-17	BA.2	BA.2	0.00810792625488	Correct	BA.2
QEUH-3E30BB4|EPI_ISL_13421068|United Kingdom|BA.2|2022-05-26	BA.2	BA.2	NA	Correct	BA.2
QEUH-3E3729A|EPI_ISL_13130433|United Kingdom|BA.2|2022-04-19	BA.2	BA.2	0.00807428340735	Correct	BA.2
QEUH-3E3BD2C|EPI_ISL_13156876|United Kingdom|BE.1|2022-05-31	BE.1.1	BE.1	0.0202570832492	Incorrect	BE.1
QEUH-3E56C88|EPI_ISL_13376951|United Kingdom|BA.2|2022-04-13	BA.2	BA.2	NA	Correct	BA.2
QEUH-3E6A656|EPI_ISL_13538464|United Kingdom|BA.2|2022-06-15	BA.2	BA.2	0.011776977691	Correct	BA.2
QEUH-3E74BE1|EPI_ISL_13516877|United Kingdom|BA.2|2022-06-20	BA.2	BA.2	0.0582357690755	Correct	BA.2
QEUH-3EAB237|EPI_ISL_13712419|United Kingdom|BA.2|2022-06-29	BA.2.68	BA.2	NA	Incorrect	BA.2
QEUH-3EB3472|EPI_ISL_13739743|United Kingdom|BA.5.2.1|2022-07-01	BE.1.1	BA.5.2.1	NA	Incorrect	BE.1
QEUH-3EB46D5|EPI_ISL_13739896|United Kingdom|BA.5.2|2022-06-30	BE.1.1	BA.5.2	0.00696594427245	Incorrect	BE.1
QIBZIM-71341|EPI_ISL_8559311|Zimbabwe|BA.1|2021-12-01	BA.1	BA.1	0.0137852195548	Correct	BA.1
QLD0x00C8E5|EPI_ISL_10975370|Australia|BA.1.17|2022-01-27	BA.1	BA.1.17	0.0143029814666	Incorrect	BA.1
QLD0x00C988|EPI_ISL_10974751|Australia|BA.1.17|2022-02-05	BA.1	BA.1.17	0.000234993957298	Incorrect	BA.1
QLD0x00CA32|EPI_ISL_10975386|Australia|BA.1.17|2022-02-04	BA.1.18	BA.1.17	0.014677300449	Incorrect	BA.1
QLD0x00CB4C|EPI_ISL_10975272|Australia|BA.1.17|2022-02-11	BA.1	BA.1.17	0.0114425690413	Incorrect	BA.1
QLD0x00CF22|EPI_ISL_10974207|Australia|BA.1.17|2022-02-01	BA.1	BA.1.17	0.00806668459263	Incorrect	BA.1
QLD0x00D39B|EPI_ISL_11332098|Australia|BA.1.1.14|2022-02-24	BA.1.1	BA.1.1.14	0.0760178865615	Incorrect	BA.1
QLD0x00D825|EPI_ISL_11632739|Australia|BA.1.17|2022-03-05	BA.1	BA.1.17	NA	Incorrect	BA.1
QLD0x00D908|EPI_ISL_11749821|Australia|BA.1.1.15|2022-03-04	BA.1.1	BA.1.1.15	0.0074303197391	Incorrect	BA.1
QLD0x00E012|EPI_ISL_12048610|Australia|BA.2.62|2022-03-21	BA.2.62	BA.2.62	0.180946614189	Correct	BA.2
QLD0x00FD6F|EPI_ISL_13859166|Australia|BA.2|2022-06-14	BA.2	BA.2	NA	Correct	BA.2
QLD30146|EPI_ISL_9639762|Australia|BA.1.17|2022-01-04	BA.1	BA.1.17	0.00100526086519	Incorrect	BA.1
QLD32110|EPI_ISL_9638807|Australia|BA.1.17|2022-01-06	BA.1	BA.1.17	NA	Incorrect	BA.1
QLD3295|EPI_ISL_8132777|Australia|BA.1.17|2021-12-18	BA.1	BA.1.17	0.00282210650092	Incorrect	BA.1
QLD37925|EPI_ISL_10263785|Australia|BA.1.17|2022-01-08	BA.1	BA.1.17	0.000537201181843	Incorrect	BA.1
QLD38326|EPI_ISL_10261714|Australia|BA.1.17|2022-01-13	BA.1	BA.1.17	0.0208879038216	Incorrect	BA.1
QUI-UTP-VG-742|EPI_ISL_11012350|Colombia|BA.1.15|2021-12	BA.1.15.3	BA.1.15	0.0696674504535	Incorrect	BA.1
RC0358080|EPI_ISL_9963304|Estonia|BA.1.17.2|2022-01-21	BA.1.17.2	BA.1.17.2	0.00295163346079	Correct	BA.1
RC0633721|EPI_ISL_11736938|Estonia|BA.2|2022-03-11	BA.2	BA.2	0.00432300989564	Correct	BA.2
RC0702666|EPI_ISL_13066118|Estonia|BA.2|2022-05-09	BA.2	BA.2	0.0124649528764	Correct	BA.2
RC0708139|EPI_ISL_13805465|Estonia|BA.5.2|2022-06-07	BE.1.1	BA.5.2	0.00675607201973	Incorrect	BE.1
rega-22779|EPI_ISL_13303890|Belgium|BA.1.1|2021-12-15	BA.1.1	BA.1.1	0.0317920048496	Correct	BA.1
rega-24058|EPI_ISL_13340790|Belgium|BA.1.1|2021-12-30	BA.1.1	BA.1.1	NA	Correct	BA.1
rega-25325|EPI_ISL_13367659|Belgium|BA.1|2021-12-19	BA.1	BA.1	6.73763643714e-05	Correct	BA.1
rega-26483|EPI_ISL_13374756|Belgium|BA.1|2022-01-08	BA.1.17.2	BA.1	0.0589185913407	Incorrect	BA.1
rega-26683|EPI_ISL_13388673|Belgium|BA.1|2022-01-13	BA.1	BA.1	0.0278853601859	Correct	BA.1
rega-28951|EPI_ISL_13475203|Belgium|BA.1.1|2022-01-30	BA.1.1	BA.1.1	0.0309163775974	Correct	BA.1
rega-29325|EPI_ISL_13476725|Belgium|B.1.1.529|2022-02-02	BA.2	B.1.1.529	0.000437902112036	Incorrect	BA.2
rega-29519|EPI_ISL_13481804|Belgium|BA.1|2022-01-21	BA.1	BA.1	3.36881821857e-05	Correct	BA.1
rega-30600|EPI_ISL_13505003|Belgium|BA.1.1|2022-02-15	BA.1.1	BA.1.1	3.38524035206e-05	Correct	BA.1
rega-31332|EPI_ISL_13803593|Belgium|BA.1.1|2022-02-07	BA.1.1	BA.1.1	0.00720708584515	Correct	BA.1
rega-31401|EPI_ISL_13803663|Belgium|BA.2|2022-02-09	BA.2	BA.2	0.0330804248862	Correct	BA.2
rega-42573|EPI_ISL_13360781|Belgium|BA.2.9|2022-05-23	BA.2.9	BA.2.9	NA	Correct	BA.2
RI-CDC-2-5488332|EPI_ISL_9672384|USA|BA.1.1|2022-01-05	BA.1.1	BA.1.1	NA	Correct	BA.1
RI-CDC-2-5590029|EPI_ISL_10226781|USA|BA.1|2022-01-28	BA.1	BA.1	3.35300429185e-05	Correct	BA.1
RI-CDC-ASC210596000|EPI_ISL_9428960|USA|BA.1.1|2022-01-04	BA.1.1	BA.1.1	0.0548952457695	Correct	BA.1
RI-CDC-ASC210648667|EPI_ISL_9956193|USA|BA.1.1|2022-02-02	BA.1.1	BA.1.1	NA	Correct	BA.1
RI-CDC-LC0542848|EPI_ISL_10560875|USA|BA.1.1|2022-02-14	BA.1.1	BA.1.1	NA	Correct	BA.1
RI-CDC-LC0576527|EPI_ISL_12301857|USA|BA.2|2022-04-08	BA.2	BA.2	0.000539374325782	Correct	BA.2
RI-CDC-LC0682416|EPI_ISL_13315794|USA|BA.2.12.1|2022-06-04	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
RI-CDC-LC0694437|EPI_ISL_13549409|USA|BA.2|2022-06-07	BA.2	BA.2	NA	Correct	BA.2
RI-CDC-LC0742562|EPI_ISL_13780427|USA|BA.2.12.1|2022-06-23	BA.2.12.1	BA.2.12.1	0.00254712175242	Correct	BA.2
RI-CDCBI-CRSP_D22QMBBIXZ23SPSP|EPI_ISL_10311135|USA|BA.2|2022-02-08	BA.2	BA.2	0.0306653679508	Correct	BA.2
RI-CDCBI-RIDOH_SHICPJGDNW2NCXSB|EPI_ISL_9489937|USA|BA.1|2022-01-10	BA.1.1	BA.1	0.0216247024508	Incorrect	BA.1
RI-RISHL-064906|EPI_ISL_13285448|USA|BA.2.12.1|2022-05-21	BA.2.12.1	BA.2.12.1	0.00548341519209	Correct	BA.2
RI-RISHL-D08794|EPI_ISL_11814484|USA|BA.2|2022-03-15	BA.2	BA.2	NA	Correct	BA.2
RI-RISHL-E03804|EPI_ISL_10789560|USA|BA.1.1|2022-02-16	BA.1.1	BA.1.1	0.0729247217833	Correct	BA.1
RI-RISHL-E04382|EPI_ISL_13052768|USA|BA.2.12.1|2022-05-11	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
RIMD04404|EPI_ISL_9161299|Japan|BA.1.15|2022-01-07	BA.1.15.3	BA.1.15	NA	Incorrect	BA.1
RIMD05064|EPI_ISL_10053933|Japan|BC.1|2022-01-15	BC.1	BC.1	3.34750443544e-05	Correct	BC.1
RIMD06819|EPI_ISL_11625435|Japan|BA.1.1.2|2022-01-25	BA.1.1	BA.1.1.2	3.34750443544e-05	Incorrect	BA.1
RIMD08041|EPI_ISL_12098538|Japan|BA.1.1.2|2022-02-12	BA.1.1	BA.1.1.2	NA	Incorrect	BA.1
RIMD08091|EPI_ISL_12098588|Japan|BC.1|2022-02-15	BC.1	BC.1	NA	Correct	BC.1
RIMD09554|EPI_ISL_13576273|Japan|BA.2.3|2022-03-28	BA.2.3	BA.2.3	NA	Correct	BA.2
RIMD09597|EPI_ISL_13576414|Japan|BA.2.3.13|2022-03-25	BA.2.3	BA.2.3.13	0.000100384808432	Incorrect	BA.2
RIMD09816|EPI_ISL_13575849|Japan|BA.2.3|2022-04-06	BA.2.3	BA.2.3	3.35008375209e-05	Correct	BA.2
RIMD09967|EPI_ISL_13577514|Japan|BA.2|2022-03-28	BA.2	BA.2	NA	Correct	BA.2
RJ-FIOCRUZ-14796|EPI_ISL_13653632|Brazil|BA.4.1|2022-06-15	BA.4.1	BA.4.1	0.0152309864838	Correct	BA.4
RJ-FIOCRUZ-8976|EPI_ISL_12679527|Brazil|BA.1|2022-01-28	BA.1	BA.1	0.0367049499631	Correct	BA.1
RJ-LACENRJ-330962925|EPI_ISL_13588996|Brazil|BA.2.56|2022	BA.2.56	BA.2.56	0.0102975212156	Correct	BA.2
RJ-LNN07884|EPI_ISL_9321257|Brazil|BA.1|2022-01-03	BA.1	BA.1	NA	Correct	BA.1
RJ-LVM63175|EPI_ISL_11384776|Brazil|BA.1.15|2022-01-19	BA.1.15.3	BA.1.15	0.0473712847718	Incorrect	BA.1
RJ-SMS-ICMR-INSACOG-TS-13014|EPI_ISL_11378663|India|BA.2|2022-03-13	BA.2.68	BA.2	0.0126709911606	Incorrect	BA.2
RJ-SMS-ICMR-INSACOG-TS-13084|EPI_ISL_11378697|India|BA.2|2022-03-15	BA.2.68	BA.2	0.0177124995799	Incorrect	BA.2
RJ-SMS-ICMR-INSACOG-TS-1332|EPI_ISL_9905758|India|BA.1.15|2021-12-26	BA.1.15	BA.1.15	0.0102989030159	Correct	BA.1
RJ-SMS-ICMR-INSACOG-TS-13980|EPI_ISL_13577601|India|BA.2.38|2022-05-04	BA.2.38	BA.2.38	0.0245427649274	Correct	BA.2
RJ-SMS-ICMR-INSACOG-TS-1577|EPI_ISL_9905843|India|BA.2|2021-12-29	BA.2	BA.2	0.0230901085605	Correct	BA.2
RJ-SMS-ICMR-INSACOG-TS-2467|EPI_ISL_11588716|India|BA.2|2022-01-03	BA.2	BA.2	0.0192579149022	Correct	BA.2
RJ-SMS-ICMR-INSACOG-TS-3983|EPI_ISL_11379674|India|BA.2|2022-01-08	BA.2.68	BA.2	0.00825254117884	Incorrect	BA.2
RJ-SMS-ICMR-INSACOG-TS-8067|EPI_ISL_10944032|India|BA.2|2022-02-03	BA.2.68	BA.2	NA	Incorrect	BA.2
RM-19757|EPI_ISL_10807072|Chile|BA.1.1|2022-02-01	BA.1.1	BA.1.1	0.0379145322189	Correct	BA.1
RM-47424|EPI_ISL_12686800|Chile|BA.1.1|2022-04-08	BA.1.1	BA.1.1	0.0210105220695	Correct	BA.1
RM-65717|EPI_ISL_13154768|Chile|BA.2|2022-05-26	BA.2.68	BA.2	0.00622162434841	Incorrect	BA.2
RM-79179|EPI_ISL_13736715|Chile|BA.5.2.1|2022-06-21	BE.1.1	BA.5.2.1	0.0188996502556	Incorrect	BE.1
RN-LACENRN-240807503|EPI_ISL_13653125|Brazil|BA.2|2022-05-25	BA.2	BA.2	0.000502546234254	Correct	BA.2
ROO_LANGEBIO_IMSS_9264|EPI_ISL_13802914|Mexico|BA.2|2022-06-22	BA.2	BA.2	0.0170391530835	Correct	BA.2
RP-RKI-I-501515|EPI_ISL_9716750|Germany|BA.1|2022-01-25	BA.1.1	BA.1	0.010480349345	Incorrect	BA.1
RP-RKI-I-517514|EPI_ISL_10005917|Germany|BA.1|2022-02-01	BA.1.1	BA.1	0.0225935514239	Incorrect	BA.1
RP-RKI-I-554017|EPI_ISL_10293775|Germany|BA.1|2022-02-11	BA.1	BA.1	NA	Correct	BA.1
RP-RKI-I-571750|EPI_ISL_10740176|Germany|BA.1.17.2|2022-02-11	BA.1.17.2	BA.1.17.2	0.0241805480924	Correct	BA.1
RP-RKI-I-590018|EPI_ISL_10906833|Germany|BA.2|2022-02-15	BA.2.68	BA.2	0.0116314250176	Incorrect	BA.2
RP-RKI-I-670568|EPI_ISL_11653228|Germany|BA.1.1|2022-03-16	BA.1.1	BA.1.1	0.027724569009	Correct	BA.1
RP-RKI-I-716022|EPI_ISL_12185494|Germany|BA.2|2022-04-01	BA.2	BA.2	0.00650708024275	Correct	BA.2
RP-RKI-I-754568|EPI_ISL_12366107|Germany|BA.2|2022-04-09	BA.2	BA.2	0.0042357212492	Correct	BA.2
RP-RKI-I-780024|EPI_ISL_12670454|Germany|BA.2|2022-04-25	BA.2	BA.2	0.00541231048509	Correct	BA.2
RP-RKI-I-783830|EPI_ISL_12673736|Germany|BA.2|2022-04-29	BA.2	BA.2	0.00789995629811	Correct	BA.2
RP-RKI-I-787160|EPI_ISL_12676624|Germany|BA.2.9|2022-04-29	BA.2.9	BA.2.9	0.00295569811574	Correct	BA.2
RP-RKI-I-797527|EPI_ISL_12736702|Germany|BA.2|2022-05-03	BA.2	BA.2	0.00205062695398	Correct	BA.2
RP-RKI-I-798275|EPI_ISL_12737504|Germany|BA.2.9|2022-05-06	BA.2	BA.2.9	0.000134884505142	Incorrect	BA.2
RP-RKI-I-798339|EPI_ISL_12737557|Germany|BA.2|2022-05-05	BA.2	BA.2	6.74422525712e-05	Correct	BA.2
RP-RKI-I-845250|EPI_ISL_13238946|Germany|BA.2|2022-05-17	BA.2	BA.2	0.0190418517023	Correct	BA.2
RP-RKI-I-851693|EPI_ISL_13246605|Germany|BA.2|2022-05-28	BA.2	BA.2	0.000134884505142	Correct	BA.2
RP-RKI-I-873061|EPI_ISL_13386148|Germany|BA.5|2022-06-09	BE.1.1	BA.5	0.00013491180141	Incorrect	BE.1
RP-USAFSAM-S10718|EPI_ISL_8976461|Germany|BA.1.15|2021-12-21	BA.1.15.1	BA.1.15	0.0265715919411	Incorrect	BA.1
RP-USAFSAM-S16757|EPI_ISL_13333268|Germany|BA.2|2022-05-09	BA.2.68	BA.2	0.0285560344828	Incorrect	BA.2
RS-FIOCRUZ-4504|EPI_ISL_10521797|Brazil|BA.1.14.1|2022-01-26	BA.1	BA.1.14.1	NA	Incorrect	BA.1
RS-LACENRS-431673097|EPI_ISL_11970564|Brazil|BA.1.1|2022-02-08	BA.1.1	BA.1.1	0.0162928693553	Correct	BA.1
run220209_RUVZ_TN-22-0316|EPI_ISL_9829796|Slovakia|BA.1.19|2022-02-09	BA.1	BA.1.19	0.0021776273912	Incorrect	BA.1
run220223_RUVZ_TN-22-0496|EPI_ISL_10436445|Slovakia|BA.1.1.1|2022-02-23	BA.1.1.11	BA.1.1.1	0.0022109071419	Incorrect	BA.1
S22B403|EPI_ISL_10763370|Lithuania|BA.1.1|2022-02-14	BA.1.1	BA.1.1	0.0155830198818	Correct	BA.1
SA141942|EPI_ISL_10981712|Australia|BA.2.12|2022-03-06	BA.2.68	BA.2.12	0.0245601049692	Incorrect	BA.2
SA225508|EPI_ISL_12442714|Australia|BA.2.10.1|2022-04-11	BA.2.10.1	BA.2.10.1	0.0071623121154	Correct	BA.2
SA232459|EPI_ISL_12442932|Australia|BA.2.12|2022-04-13	BA.2.68	BA.2.12	NA	Incorrect	BA.2
SA292540|EPI_ISL_13045942|Australia|BA.2|2022-05-14	BA.2.68	BA.2	0.00016818028927	Incorrect	BA.2
SC-CDC-LC0450488|EPI_ISL_8602146|USA|BA.1.1.18|2021-12-29	BA.1.1	BA.1.1.18	NA	Incorrect	BA.1
SC-CDC-LC0629521|EPI_ISL_12889350|USA|BA.2.12.1|2022-05-11	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
SC-CDC-LC0647259|EPI_ISL_13149397|USA|BA.2.12.1|2022-05-14	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
SC-CDC-LC0683367|EPI_ISL_13315840|USA|BA.2.12.1|2022-06-04	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
SC-CDC-MMB13987525|EPI_ISL_10575521|USA|BA.1.1.18|2022-01-31	BA.1.1	BA.1.1.18	0.0173276469996	Incorrect	BA.1
SC-CDC-QDX34073188|EPI_ISL_10728808|USA|BA.1.1|2022-02-19	BA.1.1	BA.1.1	NA	Correct	BA.1
SC-FIOCRUZ-11765|EPI_ISL_13228827|Brazil|BA.1|2022-02-26	BA.1	BA.1	NA	Correct	BA.1
SC-FIOCRUZ-13640|EPI_ISL_13459884|Brazil|BA.2|2022-05-30	XAG	BA.2	NA	Incorrect	XAG
SC-FIOCRUZ-81077CE|EPI_ISL_12060162|Brazil|BA.1|2022-01-21	BA.1	BA.1	NA	Correct	BA.1
SC-FIOCRUZ-84015CE|EPI_ISL_12544729|Brazil|BA.1|2022-01-19	BA.1	BA.1	0.000167892280313	Correct	BA.1
SC-MUSC-05325|EPI_ISL_12830662|USA|BA.1.18|2021-12-21	BA.1	BA.1.18	NA	Incorrect	BA.1
SC-MUSC-05829|EPI_ISL_8819512|USA|BA.1.1|2021-12-29	BA.1.1	BA.1.1	NA	Correct	BA.1
SC-MUSC-06979|EPI_ISL_12830722|USA|BA.1.1|2022-03-03	BA.1.1	BA.1.1	NA	Correct	BA.1
SC-NVBS17954GENOV045618771317|EPI_ISL_13363791|Brazil|BA.2|2022-04-14	BA.2	BA.2	0.0273264651241	Correct	BA.2
SCOT-10492|EPI_ISL_12413285|United Kingdom|BA.2|2022-04-06	BA.2	BA.2	0.00699771228637	Correct	BA.2
SCOT-12487|EPI_ISL_12895179|United Kingdom|BA.2.12.1|2022-05-06	BA.2.12.1	BA.2.12.1	0.0618567103935	Correct	BA.2
SCOT-12519|EPI_ISL_12895205|United Kingdom|BA.2.3|2022-04-28	BA.2.3	BA.2.3	0.00770213910938	Correct	BA.2
SCOT-3473|EPI_ISL_9300509|United Kingdom|BA.1.1|2022-01-10	BA.1.1	BA.1.1	0.0179856115108	Correct	BA.1
SCOT-4269|EPI_ISL_9818307|United Kingdom|BA.1|2022-01-19	BA.1	BA.1	0.0315336515834	Correct	BA.1
SCOT-6954|EPI_ISL_11347135|United Kingdom|BA.2.10.1|2022-03-03	BA.2.10.1	BA.2.10.1	0.0113483297414	Correct	BA.2
SCOT-7134|EPI_ISL_11753932|United Kingdom|BA.2|2022-03-08	BA.2	BA.2	NA	Correct	BA.2
SCOT-7356|EPI_ISL_11754063|United Kingdom|BA.2.9|2022-03-09	BA.2.9	BA.2.9	0.0510172888149	Correct	BA.2
SCOT-8633|EPI_ISL_12052050|United Kingdom|BA.2|2022-03-19	BA.2	BA.2	0.0164242770295	Correct	BA.2
SD-SDPHL-1412|EPI_ISL_13811582|USA|BA.2.12.1|2022-06-14	BA.2.12.1	BA.2.12.1	0.0265778495492	Correct	BA.2
SD-UMGC-35407|EPI_ISL_11144908|USA|BA.1.1|2022-01-03	B.1.1	BA.1.1	0.0158004437571	Incorrect	B.1
SG-CLM-02074563|EPI_ISL_10002547|Switzerland|BA.1.17.2|2022-02-07	BA.1.17.2	BA.1.17.2	0.00716989982243	Correct	BA.1
SG-CLM-12296394|EPI_ISL_8473062|Switzerland|BA.1.1.11|2021-12-29	BA.1.1	BA.1.1.11	0.00490574913477	Incorrect	BA.1
SG-CLM-12314258|EPI_ISL_8473171|Switzerland|BA.1.17|2021-12-31	BA.1	BA.1.17	0.019974443473	Incorrect	BA.1
SG-Risch-2222205402|EPI_ISL_10485730|Switzerland|BA.2|2022-02-14	BA.2	BA.2	0.126206032703	Correct	BA.2
SH-RKI-I-436360|EPI_ISL_8685553|Germany|BA.1.1|2021-12-28	BA.1.1	BA.1.1	NA	Correct	BA.1
SH-RKI-I-536785|EPI_ISL_10026425|Germany|BA.1|2022-01-31	BA.1.1	BA.1	0.00721961047683	Incorrect	BA.1
SH-RKI-I-545068|EPI_ISL_10283800|Germany|BA.2|2022-02-07	BA.2	BA.2	NA	Correct	BA.2
SH-RKI-I-558047|EPI_ISL_10295849|Germany|BA.2|2022-02-09	BA.2	BA.2	0.00477648087726	Correct	BA.2
SH-RKI-I-566399|EPI_ISL_10306891|Germany|BA.1.14|2022-02-11	BA.1	BA.1.14	NA	Incorrect	BA.1
SH-RKI-I-612268|EPI_ISL_11453923|Germany|BA.2|2022-02-28	BA.2	BA.2	NA	Correct	BA.2
SH-RKI-I-614473|EPI_ISL_11455229|Germany|BA.2|2022-03-05	BA.2	BA.2	0.0109719455791	Correct	BA.2
SH-RKI-I-643535|EPI_ISL_11589475|Germany|BA.2|2022-02-22	BA.2	BA.2	0.000201823135659	Correct	BA.2
SH-RKI-I-655238|EPI_ISL_11612846|Germany|BA.2|2022-03-07	BA.2	BA.2	0.00423828584883	Correct	BA.2
SH-RKI-I-656006|EPI_ISL_11614032|Germany|BA.2|2022-03-04	BA.2	BA.2	NA	Correct	BA.2
SH-RKI-I-687310|EPI_ISL_11675624|Germany|BA.2.12|2022-03-07	BA.2.12	BA.2.12	NA	Correct	BA.2
SH-RKI-I-709371|EPI_ISL_12019583|Germany|XM|2022-04-01	BA.2	XM	0.00911405977751	Incorrect	BA.2
SH-RKI-I-720364|EPI_ISL_12188983|Germany|BA.2|2022-04-05	BA.2	BA.2	0.0198273214347	Correct	BA.2
SH-RKI-I-727564|EPI_ISL_12197159|Germany|BA.2|2022-04-11	BA.2	BA.2	0.0304746954237	Correct	BA.2
SH-RKI-I-729354|EPI_ISL_12198732|Germany|BA.2.9|2022-04-04	BA.2.9	BA.2.9	0.00316189579199	Correct	BA.2
SH-RKI-I-729383|EPI_ISL_12198759|Germany|BA.2.9|2022-04-05	BA.2.9	BA.2.9	0.00635742877325	Correct	BA.2
SH-RKI-I-764323|EPI_ISL_12518593|Germany|BA.2|2022-04-19	BA.2	BA.2	NA	Correct	BA.2
SH-RKI-I-778978|EPI_ISL_12669636|Germany|BA.2.9|2022-04-25	BA.2.9	BA.2.9	NA	Correct	BA.2
SH-RKI-I-782010|EPI_ISL_12672054|Germany|BA.2|2022-04-26	BA.2.5	BA.2	0.0109657237041	Incorrect	BA.2
SH-RKI-I-815642|EPI_ISL_12826156|Germany|BA.2|2022-05-06	BA.2	BA.2	0.00663983903421	Correct	BA.2
SH-RKI-I-820796|EPI_ISL_12998371|Germany|BA.2|2022-05-09	BA.2	BA.2	0.00573402186305	Correct	BA.2
SH-RKI-I-857768|EPI_ISL_13266130|Germany|BA.2.9|2022-05-16	BA.2.9.2	BA.2.9	NA	Incorrect	BA.2
SH-RKI-I-857784|EPI_ISL_13266146|Germany|BA.2|2022-05-23	BA.2	BA.2	0.00255642638501	Correct	BA.2
SH-RKI-I-858761|EPI_ISL_13266939|Germany|BA.5.1|2022-06-07	BA.2	BA.5.1	0.0100351571833	Incorrect	BA.2
SH-RKI-I-864192|EPI_ISL_13379283|Germany|BA.5.1|2022-06-08	BA.5.3.4	BA.5.1	0.0273406833464	Incorrect	BA.5
SH-RKI-I-872004|EPI_ISL_13384928|Germany|BE.1.1|2022-06-13	BA.2	BE.1.1	0.0298743727055	Incorrect	BA.2
SH-RKI-I-876090|EPI_ISL_13568083|Germany|BA.2|2022-06-23	BA.4.4	BA.2	0.0224692605693	Incorrect	BA.4
SH-RKI-I-876647|EPI_ISL_13568437|Germany|BA.5.1|2022-06-25	BA.2	BA.5.1	0.0101375567464	Incorrect	BA.2
SIC_CQRC_3422006753|EPI_ISL_9596360|Italy|BA.1.17.2|2022-01-22	BA.1.17.2	BA.1.17.2	0.0205028233396	Correct	BA.1
SIC-3422024092_S64|EPI_ISL_11780290|Italy|BA.2|2022-03-28	BA.2	BA.2	0.0636527291872	Correct	BA.2
SIC-AOUME-UOSD-GCL-299904915-4854|EPI_ISL_13829172|Italy|Unassigned|2022-07-05	BE.2	Unassigned	0.0184941446458	Incorrect	BE.2
SIC-AOUP-UNIPA_97022_2022|EPI_ISL_11149729|Italy|BA.2|2022-02-23	BA.2	BA.2	0.0127984911253	Correct	BA.2
SIC-CQRC-3422026924|EPI_ISL_12288361|Italy|BA.2.3.15|2022-04-09	BA.2.3.15	BA.2.3.15	0.0496506564958	Correct	BA.2
SIC-CQRC-3422029109-2021|EPI_ISL_12309741|Italy|BA.2|2022-04-20	BA.2	BA.2	0.0288343975003	Correct	BA.2
SIC-CQRC-3422036815|EPI_ISL_13615257|Italy|BA.2|2022-06-10	BA.2	BA.2	0.00124231944398	Correct	BA.2
SIN_LANGEBIO_IMSS_5957|EPI_ISL_11110694|Mexico|BA.1.1|2022-02-11	BA.1.1	BA.1.1	6.70803286936e-05	Correct	BA.1
SIN-INMEGEN-48-184|EPI_ISL_8628871|Mexico|BA.1.1|2021-12-26	BA.1.1	BA.1.1	0.00712437409685	Correct	BA.1
SJ3220325354|EPI_ISL_12047707|Belgium|BA.2|2022-03-14	BA.2	BA.2	0.0210232432978	Correct	BA.2
SK-NML-317405|EPI_ISL_9403545|Canada|BA.1.1|2022-01-06	BA.1.1	BA.1.1	NA	Correct	BA.1
SK-NML-367940|EPI_ISL_10900103|Canada|BA.1.17.2|2022-02-21	BA.1.17.2	BA.1.17.2	6.73831744213e-05	Correct	BA.1
SK-RRPL-321933|EPI_ISL_9206514|Canada|BA.1.1.18|2022-01-03	BA.1.1	BA.1.1.18	0.034480436393	Incorrect	BA.1
SK-RRPL-322132|EPI_ISL_9206498|Canada|BA.1.1|2022-01-03	BA.1.1	BA.1.1	0.0141832025065	Correct	BA.1
SK-RRPL-344961|EPI_ISL_10223273|Canada|BA.1.1|2022-01-28	BA.1.1	BA.1.1	0.0270097329337	Correct	BA.1
